Día,Hora,Tipo_Franja,Tipo_Vehículo,Energía_kWh,Potencia_kW
1,12,Punta (Mediodía),3. HPC 150,65.81,100.65
1,12,Punta (Mediodía),3. HPC 150,43.02,93.88
1,12,Punta (Mediodía),3. HPC 150,58.28,95.2
1,12,Punta (Mediodía),3. HPC 150,54.48,116.74
1,12,Punta (Mediodía),4. HPC 350,85.73,231.07
1,13,Punta (Mediodía),3. HPC 150,62.19,109.25
1,13,Punta (Mediodía),3. HPC 150,61.2,80.69
1,13,Punta (Mediodía),3. HPC 150,51.13,89.13
1,13,Punta (Mediodía),2. DC Estándar,22.48,50.0
1,13,Punta (Mediodía),3. HPC 150,50.03,125.55
1,13,Punta (Mediodía),4. HPC 350,80.06,203.78
1,13,Punta (Mediodía),2. DC Estándar,29.71,50.0
1,13,Punta (Mediodía),2. DC Estándar,25.45,50.0
1,13,Punta (Mediodía),4. HPC 350,67.01,226.16
1,13,Punta (Mediodía),3. HPC 150,44.26,103.1
1,13,Punta (Mediodía),4. HPC 350,73.99,212.86
1,13,Punta (Mediodía),1. AC/PHEV,9.49,11.0
1,13,Punta (Mediodía),2. DC Estándar,20.49,50.0
1,13,Punta (Mediodía),4. HPC 350,74.6,236.19
1,13,Punta (Mediodía),4. HPC 350,75.49,204.61
1,13,Punta (Mediodía),3. HPC 150,28.24,122.05
1,13,Punta (Mediodía),2. DC Estándar,31.41,50.0
1,13,Punta (Mediodía),1. AC/PHEV,12.58,11.0
1,13,Punta (Mediodía),2. DC Estándar,28.13,50.0
1,13,Punta (Mediodía),4. HPC 350,86.45,184.11
1,13,Punta (Mediodía),1. AC/PHEV,5.11,11.0
1,13,Punta (Mediodía),2. DC Estándar,33.14,50.0
1,13,Punta (Mediodía),3. HPC 150,55.8,107.84
1,13,Punta (Mediodía),2. DC Estándar,26.21,50.0
1,13,Punta (Mediodía),3. HPC 150,46.87,113.44
1,13,Punta (Mediodía),4. HPC 350,82.1,181.13
1,13,Punta (Mediodía),3. HPC 150,53.69,108.15
1,13,Punta (Mediodía),2. DC Estándar,24.82,50.0
1,13,Punta (Mediodía),3. HPC 150,59.71,116.59
1,13,Punta (Mediodía),2. DC Estándar,30.98,50.0
1,13,Punta (Mediodía),3. HPC 150,52.85,110.02
1,13,Punta (Mediodía),1. AC/PHEV,15.77,11.0
1,13,Punta (Mediodía),3. HPC 150,58.29,117.19
1,13,Punta (Mediodía),1. AC/PHEV,11.02,11.0
1,13,Punta (Mediodía),4. HPC 350,84.88,215.06
1,13,Punta (Mediodía),2. DC Estándar,15.94,50.0
1,13,Punta (Mediodía),2. DC Estándar,21.97,50.0
1,13,Punta (Mediodía),1. AC/PHEV,5.32,11.0
1,13,Punta (Mediodía),2. DC Estándar,19.96,50.0
1,13,Punta (Mediodía),2. DC Estándar,22.67,50.0
1,13,Punta (Mediodía),1. AC/PHEV,6.96,11.0
1,13,Punta (Mediodía),2. DC Estándar,29.96,50.0
1,13,Punta (Mediodía),1. AC/PHEV,30.48,11.0
1,13,Punta (Mediodía),4. HPC 350,69.43,209.51
1,13,Punta (Mediodía),3. HPC 150,47.82,94.64
1,13,Punta (Mediodía),1. AC/PHEV,15.76,11.0
1,13,Punta (Mediodía),2. DC Estándar,23.04,50.0
1,13,Punta (Mediodía),4. HPC 350,50.45,234.27
1,13,Punta (Mediodía),2. DC Estándar,19.12,50.0
1,13,Punta (Mediodía),3. HPC 150,29.0,107.96
1,13,Punta (Mediodía),2. DC Estándar,24.28,50.0
1,13,Punta (Mediodía),2. DC Estándar,23.85,50.0
1,13,Punta (Mediodía),1. AC/PHEV,9.63,11.0
1,13,Punta (Mediodía),1. AC/PHEV,26.42,11.0
1,13,Punta (Mediodía),2. DC Estándar,24.29,50.0
1,13,Punta (Mediodía),2. DC Estándar,28.52,50.0
1,13,Punta (Mediodía),2. DC Estándar,30.99,50.0
1,13,Punta (Mediodía),3. HPC 150,36.69,90.05
1,13,Punta (Mediodía),2. DC Estándar,22.65,50.0
1,13,Punta (Mediodía),2. DC Estándar,18.85,50.0
1,13,Punta (Mediodía),4. HPC 350,57.73,205.52
1,13,Punta (Mediodía),3. HPC 150,60.68,86.57
1,13,Punta (Mediodía),3. HPC 150,50.16,105.01
1,13,Punta (Mediodía),3. HPC 150,63.3,120.27
1,13,Punta (Mediodía),2. DC Estándar,17.78,50.0
1,13,Punta (Mediodía),1. AC/PHEV,6.41,11.0
1,13,Punta (Mediodía),4. HPC 350,69.1,184.85
1,13,Punta (Mediodía),2. DC Estándar,17.59,50.0
1,13,Punta (Mediodía),3. HPC 150,24.68,94.94
1,13,Punta (Mediodía),3. HPC 150,45.72,108.9
1,13,Punta (Mediodía),1. AC/PHEV,17.88,11.0
1,13,Punta (Mediodía),4. HPC 350,89.67,202.92
1,13,Punta (Mediodía),2. DC Estándar,30.04,50.0
1,13,Punta (Mediodía),1. AC/PHEV,13.97,11.0
1,13,Punta (Mediodía),2. DC Estándar,28.42,50.0
1,13,Punta (Mediodía),1. AC/PHEV,24.41,11.0
1,13,Punta (Mediodía),2. DC Estándar,26.66,50.0
1,13,Punta (Mediodía),3. HPC 150,71.42,110.3
1,13,Punta (Mediodía),1. AC/PHEV,12.19,11.0
1,13,Punta (Mediodía),2. DC Estándar,27.45,50.0
1,13,Punta (Mediodía),3. HPC 150,54.58,92.71
1,13,Punta (Mediodía),3. HPC 150,36.53,82.73
1,13,Punta (Mediodía),2. DC Estándar,26.14,50.0
1,13,Punta (Mediodía),2. DC Estándar,30.97,50.0
1,13,Punta (Mediodía),3. HPC 150,23.28,118.72
1,13,Punta (Mediodía),3. HPC 150,53.39,121.7
1,13,Punta (Mediodía),3. HPC 150,56.74,106.89
1,13,Punta (Mediodía),2. DC Estándar,26.14,50.0
1,13,Punta (Mediodía),2. DC Estándar,29.04,50.0
1,13,Punta (Mediodía),3. HPC 150,50.36,112.49
1,13,Punta (Mediodía),3. HPC 150,53.09,110.63
1,13,Punta (Mediodía),2. DC Estándar,28.23,50.0
1,13,Punta (Mediodía),3. HPC 150,47.28,112.83
1,13,Punta (Mediodía),2. DC Estándar,20.26,50.0
1,13,Punta (Mediodía),3. HPC 150,53.42,112.48
1,14,Punta (Mediodía),2. DC Estándar,20.66,50.0
1,14,Punta (Mediodía),3. HPC 150,61.13,112.38
1,14,Punta (Mediodía),3. HPC 150,44.38,81.16
1,14,Punta (Mediodía),2. DC Estándar,22.96,50.0
1,14,Punta (Mediodía),2. DC Estándar,36.05,50.0
1,14,Punta (Mediodía),2. DC Estándar,26.74,50.0
1,14,Punta (Mediodía),3. HPC 150,36.23,99.39
1,14,Punta (Mediodía),1. AC/PHEV,12.66,11.0
1,14,Punta (Mediodía),3. HPC 150,51.58,122.17
1,14,Punta (Mediodía),3. HPC 150,35.49,98.32
1,14,Punta (Mediodía),2. DC Estándar,25.45,50.0
1,14,Punta (Mediodía),2. DC Estándar,20.77,50.0
1,14,Punta (Mediodía),2. DC Estándar,16.91,50.0
1,14,Punta (Mediodía),2. DC Estándar,21.62,50.0
1,14,Punta (Mediodía),3. HPC 150,45.07,115.43
1,14,Punta (Mediodía),1. AC/PHEV,13.74,11.0
1,14,Punta (Mediodía),4. HPC 350,88.81,203.89
1,14,Punta (Mediodía),3. HPC 150,57.64,106.31
1,14,Punta (Mediodía),1. AC/PHEV,8.8,11.0
1,14,Punta (Mediodía),4. HPC 350,62.99,207.02
1,14,Punta (Mediodía),3. HPC 150,37.05,123.38
1,14,Punta (Mediodía),1. AC/PHEV,9.1,11.0
1,14,Punta (Mediodía),1. AC/PHEV,7.0,11.0
1,14,Punta (Mediodía),4. HPC 350,89.23,167.97
1,14,Punta (Mediodía),2. DC Estándar,20.94,50.0
1,14,Punta (Mediodía),2. DC Estándar,17.53,50.0
1,14,Punta (Mediodía),2. DC Estándar,21.22,50.0
1,14,Punta (Mediodía),2. DC Estándar,34.6,50.0
1,14,Punta (Mediodía),2. DC Estándar,24.47,50.0
1,14,Punta (Mediodía),2. DC Estándar,26.15,50.0
1,14,Punta (Mediodía),2. DC Estándar,28.78,50.0
1,14,Punta (Mediodía),2. DC Estándar,21.97,50.0
1,14,Punta (Mediodía),1. AC/PHEV,12.2,11.0
1,14,Punta (Mediodía),2. DC Estándar,35.33,50.0
1,14,Punta (Mediodía),2. DC Estándar,21.5,50.0
1,14,Punta (Mediodía),4. HPC 350,74.92,187.42
1,14,Punta (Mediodía),2. DC Estándar,26.37,50.0
1,14,Punta (Mediodía),2. DC Estándar,23.9,50.0
1,14,Punta (Mediodía),2. DC Estándar,20.65,50.0
1,14,Punta (Mediodía),3. HPC 150,51.14,89.63
1,14,Punta (Mediodía),3. HPC 150,53.14,82.7
1,14,Punta (Mediodía),3. HPC 150,69.35,97.15
1,14,Punta (Mediodía),4. HPC 350,52.15,187.93
1,14,Punta (Mediodía),2. DC Estándar,28.04,50.0
1,14,Punta (Mediodía),3. HPC 150,40.41,82.43
1,14,Punta (Mediodía),3. HPC 150,66.53,100.3
1,14,Punta (Mediodía),4. HPC 350,89.31,180.85
1,14,Punta (Mediodía),3. HPC 150,65.33,104.74
1,14,Punta (Mediodía),2. DC Estándar,20.12,50.0
1,14,Punta (Mediodía),1. AC/PHEV,11.15,11.0
1,14,Punta (Mediodía),3. HPC 150,35.77,108.65
1,14,Punta (Mediodía),3. HPC 150,49.67,95.74
1,14,Punta (Mediodía),2. DC Estándar,28.48,50.0
1,14,Punta (Mediodía),3. HPC 150,42.66,129.03
1,14,Punta (Mediodía),1. AC/PHEV,3.53,11.0
1,14,Punta (Mediodía),3. HPC 150,61.21,112.0
1,14,Punta (Mediodía),2. DC Estándar,40.62,50.0
1,14,Punta (Mediodía),2. DC Estándar,25.17,50.0
1,14,Punta (Mediodía),4. HPC 350,89.6,141.92
1,14,Punta (Mediodía),3. HPC 150,47.89,100.31
1,14,Punta (Mediodía),3. HPC 150,37.42,114.38
1,14,Punta (Mediodía),2. DC Estándar,30.52,50.0
1,14,Punta (Mediodía),3. HPC 150,31.48,85.4
1,14,Punta (Mediodía),3. HPC 150,48.81,83.95
1,14,Punta (Mediodía),3. HPC 150,35.54,118.83
1,14,Punta (Mediodía),3. HPC 150,32.04,86.94
1,14,Punta (Mediodía),1. AC/PHEV,13.1,11.0
1,14,Punta (Mediodía),3. HPC 150,56.14,92.24
1,14,Punta (Mediodía),2. DC Estándar,22.08,50.0
1,14,Punta (Mediodía),4. HPC 350,84.48,206.67
1,14,Punta (Mediodía),3. HPC 150,41.26,120.05
1,14,Punta (Mediodía),3. HPC 150,48.58,121.86
1,14,Punta (Mediodía),4. HPC 350,87.6,192.95
1,14,Punta (Mediodía),1. AC/PHEV,16.97,11.0
1,14,Punta (Mediodía),2. DC Estándar,27.48,50.0
1,14,Punta (Mediodía),3. HPC 150,41.42,120.0
1,14,Punta (Mediodía),3. HPC 150,51.53,91.8
1,14,Punta (Mediodía),1. AC/PHEV,22.63,11.0
1,14,Punta (Mediodía),2. DC Estándar,22.37,50.0
1,14,Punta (Mediodía),2. DC Estándar,24.12,50.0
1,14,Punta (Mediodía),3. HPC 150,70.44,86.79
1,14,Punta (Mediodía),3. HPC 150,52.29,91.21
1,14,Punta (Mediodía),3. HPC 150,54.01,90.36
1,14,Punta (Mediodía),2. DC Estándar,32.71,50.0
1,14,Punta (Mediodía),2. DC Estándar,26.05,50.0
1,14,Punta (Mediodía),2. DC Estándar,25.64,50.0
1,14,Punta (Mediodía),3. HPC 150,36.78,102.04
1,14,Punta (Mediodía),3. HPC 150,30.83,90.63
1,14,Punta (Mediodía),3. HPC 150,43.26,88.28
1,14,Punta (Mediodía),3. HPC 150,55.72,106.25
1,14,Punta (Mediodía),1. AC/PHEV,6.57,11.0
1,14,Punta (Mediodía),2. DC Estándar,9.25,50.0
1,14,Punta (Mediodía),2. DC Estándar,27.55,50.0
1,14,Punta (Mediodía),2. DC Estándar,25.7,50.0
1,14,Punta (Mediodía),1. AC/PHEV,26.3,11.0
1,14,Punta (Mediodía),3. HPC 150,46.09,114.26
1,14,Punta (Mediodía),2. DC Estándar,20.67,50.0
1,14,Punta (Mediodía),4. HPC 350,69.28,183.43
1,14,Punta (Mediodía),2. DC Estándar,25.52,50.0
1,14,Punta (Mediodía),4. HPC 350,87.06,219.82
1,14,Punta (Mediodía),2. DC Estándar,42.95,50.0
1,14,Punta (Mediodía),2. DC Estándar,18.68,50.0
1,14,Punta (Mediodía),2. DC Estándar,31.08,50.0
1,14,Punta (Mediodía),3. HPC 150,61.19,96.09
1,14,Punta (Mediodía),2. DC Estándar,21.48,50.0
1,14,Punta (Mediodía),1. AC/PHEV,10.81,11.0
1,14,Punta (Mediodía),3. HPC 150,34.86,118.6
1,14,Punta (Mediodía),4. HPC 350,74.04,182.77
1,15,Llano (Tarde),2. DC Estándar,22.71,50.0
1,15,Llano (Tarde),1. AC/PHEV,1.83,11.0
1,15,Llano (Tarde),2. DC Estándar,22.6,50.0
1,15,Llano (Tarde),3. HPC 150,41.58,97.75
1,15,Llano (Tarde),3. HPC 150,51.76,91.81
1,15,Llano (Tarde),3. HPC 150,43.34,115.13
1,15,Llano (Tarde),2. DC Estándar,31.56,50.0
1,15,Llano (Tarde),2. DC Estándar,22.65,50.0
1,15,Llano (Tarde),3. HPC 150,60.77,86.7
1,15,Llano (Tarde),4. HPC 350,81.92,217.01
1,15,Llano (Tarde),3. HPC 150,35.0,129.58
1,15,Llano (Tarde),2. DC Estándar,22.62,50.0
1,15,Llano (Tarde),3. HPC 150,42.41,111.67
1,15,Llano (Tarde),2. DC Estándar,25.7,50.0
1,15,Llano (Tarde),3. HPC 150,35.03,121.9
1,15,Llano (Tarde),2. DC Estándar,20.32,50.0
1,15,Llano (Tarde),1. AC/PHEV,16.9,11.0
1,15,Llano (Tarde),2. DC Estándar,28.88,50.0
1,15,Llano (Tarde),3. HPC 150,49.71,115.22
1,15,Llano (Tarde),3. HPC 150,67.83,118.94
1,15,Llano (Tarde),2. DC Estándar,23.39,50.0
1,15,Llano (Tarde),3. HPC 150,42.97,128.71
1,15,Llano (Tarde),3. HPC 150,43.85,94.77
1,15,Llano (Tarde),3. HPC 150,70.17,98.59
1,15,Llano (Tarde),2. DC Estándar,29.01,50.0
1,15,Llano (Tarde),3. HPC 150,44.2,127.78
1,15,Llano (Tarde),2. DC Estándar,21.87,50.0
1,15,Llano (Tarde),3. HPC 150,53.6,85.72
1,15,Llano (Tarde),3. HPC 150,53.21,96.68
1,15,Llano (Tarde),1. AC/PHEV,12.78,11.0
1,15,Llano (Tarde),2. DC Estándar,35.58,50.0
1,15,Llano (Tarde),3. HPC 150,57.41,93.94
1,15,Llano (Tarde),2. DC Estándar,16.4,50.0
1,15,Llano (Tarde),3. HPC 150,46.62,118.18
1,15,Llano (Tarde),2. DC Estándar,20.49,50.0
1,15,Llano (Tarde),4. HPC 350,73.7,181.12
1,15,Llano (Tarde),3. HPC 150,29.29,86.43
1,15,Llano (Tarde),2. DC Estándar,22.44,50.0
1,15,Llano (Tarde),3. HPC 150,53.26,104.14
1,15,Llano (Tarde),3. HPC 150,35.16,104.52
1,16,Llano (Tarde),3. HPC 150,44.77,124.98
1,16,Llano (Tarde),2. DC Estándar,21.43,50.0
1,16,Llano (Tarde),2. DC Estándar,29.99,50.0
1,16,Llano (Tarde),3. HPC 150,64.07,110.62
1,16,Llano (Tarde),3. HPC 150,56.84,121.46
1,16,Llano (Tarde),3. HPC 150,55.95,111.72
1,16,Llano (Tarde),3. HPC 150,59.12,127.2
1,16,Llano (Tarde),3. HPC 150,52.91,109.48
1,16,Llano (Tarde),3. HPC 150,39.25,109.83
1,16,Llano (Tarde),1. AC/PHEV,7.31,11.0
1,16,Llano (Tarde),1. AC/PHEV,7.83,11.0
1,16,Llano (Tarde),3. HPC 150,64.07,108.88
1,16,Llano (Tarde),3. HPC 150,60.87,128.19
1,16,Llano (Tarde),3. HPC 150,36.2,121.13
1,16,Llano (Tarde),2. DC Estándar,29.69,50.0
1,16,Llano (Tarde),2. DC Estándar,23.79,50.0
1,16,Llano (Tarde),3. HPC 150,56.19,128.4
1,16,Llano (Tarde),3. HPC 150,49.5,119.23
1,16,Llano (Tarde),3. HPC 150,49.47,122.72
1,16,Llano (Tarde),2. DC Estándar,17.0,50.0
1,16,Llano (Tarde),2. DC Estándar,19.24,50.0
1,16,Llano (Tarde),2. DC Estándar,26.41,50.0
1,16,Llano (Tarde),3. HPC 150,60.18,128.03
1,16,Llano (Tarde),3. HPC 150,49.32,86.33
1,16,Llano (Tarde),2. DC Estándar,17.51,50.0
1,16,Llano (Tarde),3. HPC 150,66.13,120.31
1,16,Llano (Tarde),4. HPC 350,55.24,203.27
1,16,Llano (Tarde),3. HPC 150,43.19,112.08
1,16,Llano (Tarde),3. HPC 150,62.1,98.02
1,16,Llano (Tarde),3. HPC 150,39.36,120.7
1,16,Llano (Tarde),3. HPC 150,45.85,94.31
1,16,Llano (Tarde),2. DC Estándar,17.71,50.0
1,16,Llano (Tarde),2. DC Estándar,28.81,50.0
1,16,Llano (Tarde),4. HPC 350,86.46,210.01
1,16,Llano (Tarde),2. DC Estándar,26.22,50.0
1,16,Llano (Tarde),3. HPC 150,54.7,82.09
1,16,Llano (Tarde),2. DC Estándar,32.64,50.0
1,16,Llano (Tarde),3. HPC 150,59.25,90.87
1,16,Llano (Tarde),2. DC Estándar,24.69,50.0
1,16,Llano (Tarde),3. HPC 150,44.48,90.54
1,16,Llano (Tarde),4. HPC 350,69.04,209.34
1,16,Llano (Tarde),3. HPC 150,50.45,98.29
1,16,Llano (Tarde),2. DC Estándar,24.73,50.0
1,16,Llano (Tarde),2. DC Estándar,25.56,50.0
1,16,Llano (Tarde),3. HPC 150,38.46,100.18
1,16,Llano (Tarde),3. HPC 150,48.25,128.15
1,16,Llano (Tarde),2. DC Estándar,26.5,50.0
1,16,Llano (Tarde),2. DC Estándar,35.31,50.0
1,16,Llano (Tarde),4. HPC 350,84.98,201.68
1,16,Llano (Tarde),4. HPC 350,83.81,187.9
1,16,Llano (Tarde),3. HPC 150,35.09,98.81
1,16,Llano (Tarde),3. HPC 150,43.49,88.93
1,16,Llano (Tarde),3. HPC 150,51.12,122.7
1,16,Llano (Tarde),3. HPC 150,43.75,112.48
1,17,Llano (Tarde),2. DC Estándar,31.31,50.0
1,17,Llano (Tarde),3. HPC 150,65.36,111.43
1,17,Llano (Tarde),2. DC Estándar,23.44,50.0
1,17,Llano (Tarde),3. HPC 150,41.9,108.45
1,17,Llano (Tarde),2. DC Estándar,26.23,50.0
1,17,Llano (Tarde),4. HPC 350,84.71,196.74
1,17,Llano (Tarde),3. HPC 150,45.86,127.21
1,17,Llano (Tarde),1. AC/PHEV,2.73,11.0
1,17,Llano (Tarde),2. DC Estándar,31.31,50.0
1,17,Llano (Tarde),4. HPC 350,79.78,225.36
1,17,Llano (Tarde),2. DC Estándar,23.1,50.0
1,17,Llano (Tarde),3. HPC 150,50.93,94.12
1,17,Llano (Tarde),3. HPC 150,47.78,86.78
1,17,Llano (Tarde),3. HPC 150,32.24,109.38
1,17,Llano (Tarde),1. AC/PHEV,6.84,11.0
1,17,Llano (Tarde),4. HPC 350,54.55,165.13
1,17,Llano (Tarde),4. HPC 350,53.11,205.07
1,17,Llano (Tarde),3. HPC 150,38.3,84.65
1,17,Llano (Tarde),3. HPC 150,46.46,122.27
1,17,Llano (Tarde),2. DC Estándar,24.62,50.0
1,17,Llano (Tarde),3. HPC 150,66.85,111.32
1,17,Llano (Tarde),3. HPC 150,51.23,103.39
1,17,Llano (Tarde),2. DC Estándar,14.64,50.0
1,17,Llano (Tarde),3. HPC 150,38.52,113.74
1,17,Llano (Tarde),2. DC Estándar,19.02,50.0
1,17,Llano (Tarde),2. DC Estándar,18.92,50.0
1,17,Llano (Tarde),2. DC Estándar,23.42,50.0
1,17,Llano (Tarde),3. HPC 150,59.98,107.81
1,17,Llano (Tarde),2. DC Estándar,33.06,50.0
1,17,Llano (Tarde),2. DC Estándar,20.29,50.0
1,17,Llano (Tarde),4. HPC 350,64.25,163.26
1,17,Llano (Tarde),4. HPC 350,51.28,214.34
1,17,Llano (Tarde),2. DC Estándar,25.63,50.0
1,17,Llano (Tarde),3. HPC 150,60.68,121.45
1,17,Llano (Tarde),1. AC/PHEV,21.38,11.0
1,17,Llano (Tarde),3. HPC 150,69.41,99.02
1,17,Llano (Tarde),3. HPC 150,43.65,127.98
1,17,Llano (Tarde),3. HPC 150,57.69,119.76
1,17,Llano (Tarde),3. HPC 150,46.7,95.55
1,17,Llano (Tarde),3. HPC 150,38.07,112.64
1,17,Llano (Tarde),3. HPC 150,44.82,104.88
1,17,Llano (Tarde),1. AC/PHEV,15.33,11.0
1,17,Llano (Tarde),1. AC/PHEV,4.12,11.0
1,18,Punta (Retorno),2. DC Estándar,28.37,50.0
1,18,Punta (Retorno),2. DC Estándar,29.59,50.0
1,18,Punta (Retorno),3. HPC 150,45.83,122.31
1,18,Punta (Retorno),2. DC Estándar,22.65,50.0
1,18,Punta (Retorno),3. HPC 150,61.3,82.57
1,18,Punta (Retorno),3. HPC 150,46.63,110.47
1,18,Punta (Retorno),3. HPC 150,40.8,119.91
1,18,Punta (Retorno),2. DC Estándar,24.59,50.0
1,18,Punta (Retorno),3. HPC 150,52.6,128.06
1,18,Punta (Retorno),3. HPC 150,52.45,95.71
1,18,Punta (Retorno),3. HPC 150,55.55,90.78
1,18,Punta (Retorno),3. HPC 150,58.87,90.07
1,18,Punta (Retorno),2. DC Estándar,25.11,50.0
1,18,Punta (Retorno),3. HPC 150,50.5,103.17
1,18,Punta (Retorno),1. AC/PHEV,12.29,11.0
1,18,Punta (Retorno),2. DC Estándar,18.2,50.0
1,18,Punta (Retorno),2. DC Estándar,20.4,50.0
1,18,Punta (Retorno),2. DC Estándar,36.65,50.0
1,18,Punta (Retorno),2. DC Estándar,27.43,50.0
1,18,Punta (Retorno),2. DC Estándar,22.85,50.0
1,18,Punta (Retorno),3. HPC 150,48.6,106.81
1,18,Punta (Retorno),1. AC/PHEV,24.55,11.0
1,18,Punta (Retorno),2. DC Estándar,27.43,50.0
1,18,Punta (Retorno),2. DC Estándar,21.64,50.0
1,18,Punta (Retorno),3. HPC 150,61.23,85.85
1,18,Punta (Retorno),3. HPC 150,40.17,85.81
1,18,Punta (Retorno),2. DC Estándar,19.06,50.0
1,18,Punta (Retorno),2. DC Estándar,20.62,50.0
1,18,Punta (Retorno),2. DC Estándar,18.85,50.0
1,18,Punta (Retorno),2. DC Estándar,25.06,50.0
1,18,Punta (Retorno),2. DC Estándar,17.54,50.0
1,18,Punta (Retorno),2. DC Estándar,29.2,50.0
1,18,Punta (Retorno),1. AC/PHEV,22.08,11.0
1,18,Punta (Retorno),3. HPC 150,44.44,82.18
1,18,Punta (Retorno),4. HPC 350,57.82,184.67
1,18,Punta (Retorno),2. DC Estándar,25.44,50.0
1,18,Punta (Retorno),2. DC Estándar,28.79,50.0
1,18,Punta (Retorno),2. DC Estándar,20.51,50.0
1,18,Punta (Retorno),2. DC Estándar,29.7,50.0
1,18,Punta (Retorno),4. HPC 350,55.58,200.8
1,18,Punta (Retorno),3. HPC 150,62.09,117.14
1,18,Punta (Retorno),2. DC Estándar,32.88,50.0
1,18,Punta (Retorno),1. AC/PHEV,3.04,11.0
1,18,Punta (Retorno),3. HPC 150,56.44,110.3
1,18,Punta (Retorno),2. DC Estándar,35.42,50.0
1,18,Punta (Retorno),2. DC Estándar,17.52,50.0
1,18,Punta (Retorno),2. DC Estándar,31.49,50.0
1,18,Punta (Retorno),4. HPC 350,79.93,188.95
1,18,Punta (Retorno),2. DC Estándar,28.62,50.0
1,18,Punta (Retorno),4. HPC 350,67.08,231.08
1,18,Punta (Retorno),2. DC Estándar,23.32,50.0
1,18,Punta (Retorno),4. HPC 350,72.05,157.16
1,18,Punta (Retorno),2. DC Estándar,31.11,50.0
1,18,Punta (Retorno),1. AC/PHEV,17.48,11.0
1,18,Punta (Retorno),2. DC Estándar,22.65,50.0
1,18,Punta (Retorno),3. HPC 150,72.02,109.72
1,18,Punta (Retorno),2. DC Estándar,28.7,50.0
1,18,Punta (Retorno),4. HPC 350,59.58,225.12
1,18,Punta (Retorno),2. DC Estándar,20.75,50.0
1,18,Punta (Retorno),2. DC Estándar,26.91,50.0
1,18,Punta (Retorno),4. HPC 350,61.27,179.5
1,18,Punta (Retorno),3. HPC 150,57.38,90.13
1,18,Punta (Retorno),2. DC Estándar,28.02,50.0
1,18,Punta (Retorno),1. AC/PHEV,7.82,11.0
1,18,Punta (Retorno),3. HPC 150,52.52,100.88
1,18,Punta (Retorno),2. DC Estándar,29.56,50.0
1,18,Punta (Retorno),4. HPC 350,58.82,171.52
1,18,Punta (Retorno),1. AC/PHEV,4.08,11.0
1,18,Punta (Retorno),1. AC/PHEV,3.06,11.0
1,18,Punta (Retorno),4. HPC 350,86.16,199.93
1,18,Punta (Retorno),2. DC Estándar,30.32,50.0
1,18,Punta (Retorno),2. DC Estándar,20.39,50.0
1,18,Punta (Retorno),2. DC Estándar,27.38,50.0
1,18,Punta (Retorno),3. HPC 150,52.67,116.89
1,18,Punta (Retorno),2. DC Estándar,21.55,50.0
1,18,Punta (Retorno),1. AC/PHEV,6.31,11.0
1,18,Punta (Retorno),4. HPC 350,88.58,214.39
1,18,Punta (Retorno),3. HPC 150,68.52,112.27
1,18,Punta (Retorno),3. HPC 150,46.59,101.23
1,18,Punta (Retorno),3. HPC 150,56.49,121.57
1,18,Punta (Retorno),3. HPC 150,39.71,114.97
1,18,Punta (Retorno),2. DC Estándar,37.16,50.0
1,18,Punta (Retorno),4. HPC 350,69.09,198.92
1,18,Punta (Retorno),3. HPC 150,70.2,118.13
1,18,Punta (Retorno),2. DC Estándar,27.25,50.0
1,18,Punta (Retorno),4. HPC 350,85.14,185.91
1,18,Punta (Retorno),2. DC Estándar,27.72,50.0
1,18,Punta (Retorno),2. DC Estándar,18.11,50.0
1,18,Punta (Retorno),1. AC/PHEV,3.12,11.0
1,18,Punta (Retorno),3. HPC 150,67.88,115.78
1,18,Punta (Retorno),3. HPC 150,28.48,119.26
1,18,Punta (Retorno),2. DC Estándar,13.02,50.0
1,18,Punta (Retorno),3. HPC 150,39.72,116.83
1,18,Punta (Retorno),3. HPC 150,49.53,112.14
1,18,Punta (Retorno),4. HPC 350,76.38,179.2
1,18,Punta (Retorno),2. DC Estándar,20.97,50.0
1,18,Punta (Retorno),3. HPC 150,39.06,105.69
1,18,Punta (Retorno),1. AC/PHEV,2.55,11.0
1,18,Punta (Retorno),2. DC Estándar,31.28,50.0
1,18,Punta (Retorno),2. DC Estándar,18.54,50.0
1,18,Punta (Retorno),2. DC Estándar,29.53,50.0
1,18,Punta (Retorno),1. AC/PHEV,1.9,11.0
1,18,Punta (Retorno),3. HPC 150,38.21,119.72
1,18,Punta (Retorno),3. HPC 150,38.99,112.04
1,18,Punta (Retorno),2. DC Estándar,14.13,50.0
1,18,Punta (Retorno),2. DC Estándar,24.8,50.0
1,18,Punta (Retorno),4. HPC 350,81.43,184.62
1,18,Punta (Retorno),2. DC Estándar,19.07,50.0
1,18,Punta (Retorno),2. DC Estándar,26.87,50.0
1,18,Punta (Retorno),2. DC Estándar,24.67,50.0
1,18,Punta (Retorno),3. HPC 150,36.34,117.99
1,18,Punta (Retorno),2. DC Estándar,20.34,50.0
1,19,Punta (Retorno),3. HPC 150,51.95,82.26
1,19,Punta (Retorno),2. DC Estándar,34.82,50.0
1,19,Punta (Retorno),2. DC Estándar,33.2,50.0
1,19,Punta (Retorno),2. DC Estándar,20.01,50.0
1,19,Punta (Retorno),3. HPC 150,60.54,89.82
1,19,Punta (Retorno),1. AC/PHEV,4.55,11.0
1,19,Punta (Retorno),2. DC Estándar,24.03,50.0
