"","V1","V2","V3","V4","V5"
"3301","sw","sw","s","sw","s"
"3302","s","s","sw","sw","s"
"3303","sw","s","s","c","s"
"3304","sw","sw","s","s","s"
"3305","s","s","s","s","s"
"3306","c","s","s","s","sw"
"3307","s","s","c","s","s"
"3308","sw","sw","sw","sw","s"
"3309","c","s","sw","sw","s"
"3310","s","s","sw","s","s"
"3311","sw","s","s","s","sw"
"3312","sw","sw","s","sw","s"
"3313","sw","s","s","s","s"
"3314","s","sw","s","s","sw"
"3315","sw","s","s","s","s"
"3316","sw","s","c","s","sw"
"3317","s","sw","sw","sw","s"
"3318","s","sw","sw","sw","sw"
"3319","sw","s","s","sw","s"
"3320","sw","s","s","sw","sw"
"3321","s","s","s","sw","sw"
"3322","s","s","c","s","c"
"3323","s","c","c","s","s"
"3324","c","s","s","s","sw"
"3325","s","c","s","s","s"
"3326","sw","sw","s","sw","sw"
"3327","sw","s","s","sw","sw"
"3328","sw","sw","s","sw","sw"
"3329","s","sw","sw","sw","s"
"3330","sw","sw","s","s","sw"
"3331","sw","s","sw","s","s"
"3332","s","sw","sw","sw","s"
"3333","c","s","sw","sw","s"
"3334","s","sw","sw","s","s"
"3335","sw","s","s","s","sw"
"3336","sw","s","s","sw","s"
"3337","sw","s","sw","sw","sw"
"3338","sw","sw","sw","sw","sw"
"3339","s","sw","sw","sw","s"
"3340","s","sw","sw","s","s"
"3341","s","sw","s","s","s"
"3342","s","s","s","s","c"
"3343","s","s","s","sw","s"
"3344","sw","sw","s","s","s"
"3345","s","sw","s","sw","sw"
"3346","s","sw","sw","s","s"
"3347","s","sw","sw","sw","sw"
"3348","s","s","s","s","sw"
"3349","s","sw","sw","s","sw"
"3350","s","sw","sw","sw","sw"
"3351","sw","s","s","sw","sw"
"3352","sw","s","sw","s","s"
"3353","sw","sw","sw","s","s"
"3354","sw","s","sw","sw","sw"
"3355","sw","s","sw","sw","s"
"3356","sw","sw","s","sw","s"
"3357","sw","s","sw","sw","s"
"3358","s","sw","sw","sw","s"
"3359","sw","s","s","s","sw"
"3360","s","sw","sw","sw","s"
"3361","s","s","s","sw","sw"
"3362","sw","s","c","s","s"
"3363","sw","sw","sw","sw","sw"
"3364","sw","sw","sw","sw","sw"
"3365","sw","sw","sw","sw","s"
"3366","s","sw","s","sw","sw"
"3367","s","sw","s","c","s"
"3368","sw","s","s","sw","s"
"3369","c","s","s","c","s"
"3370","c","s","s","s","s"
"3371","sw","s","s","s","s"
"3372","c","s","sw","sw","s"
"3373","s","s","s","c","c"
"3374","s","s","sw","sw","sw"
"3375","sw","s","sw","sw","sw"
"3376","sw","s","s","s","sw"
"3377","s","sw","s","s","sw"
"3378","sw","s","s","s","sw"
"3379","s","sw","sw","sw","sw"
"3380","sw","s","s","sw","s"
"3381","sw","sw","s","s","s"
"3382","s","s","s","s","s"
"3383","sw","s","c","c","s"
"3384","s","s","s","sw","sw"
"3385","s","s","sw","s","sw"
"3386","s","s","s","s","s"
"3387","s","s","sw","sw","s"
"3388","s","sw","sw","s","s"
"3389","s","s","sw","s","s"
"3390","s","sw","sw","sw","sw"
"3391","sw","s","sw","sw","sw"
"3392","sw","s","sw","s","s"
"3393","sw","s","sw","sw","sw"
"3394","sw","s","sw","sw","s"
"3395","c","c","c","s","sw"
"3396","sw","sw","sw","sw","s"
"3397","s","sw","s","s","s"
"3398","c","c","c","s","s"
"3399","sw","sw","sw","sw","sw"
"3400","s","s","s","c","s"
"3401","s","s","sw","sw","s"
"3402","s","s","sw","sw","s"
"3403","s","s","s","s","sw"
"3404","s","s","s","s","sw"
"3405","sw","sw","s","c","c"
"3406","s","s","s","sw","s"
"3407","s","sw","sw","sw","sw"
"3408","sw","sw","s","s","c"
"3409","s","c","c","c","s"
"3410","sw","sw","s","sw","sw"
"3411","sw","s","s","s","s"
"3412","s","c","c","c","s"
"3413","s","sw","sw","sw","s"
"3414","s","s","s","s","s"
"3415","s","s","s","sw","sw"
"3416","sw","sw","sw","s","s"
"3417","s","s","s","s","s"
"3418","sw","sw","sw","s","sw"
"3419","sw","sw","sw","sw","s"
"3420","sw","s","sw","sw","s"
"3421","c","s","sw","sw","sw"
"3422","s","s","s","sw","sw"
"3423","sw","sw","sw","s","sw"
"3424","sw","s","sw","sw","sw"
"3425","s","s","s","sw","s"
"3426","sw","sw","sw","sw","s"
"3427","s","sw","s","s","sw"
"3428","s","c","s","sw","s"
"3429","sw","s","sw","sw","sw"
"3430","sw","sw","sw","s","s"
"3431","s","s","sw","s","s"
"3432","c","s","sw","sw","sw"
"3433","sw","s","c","c","s"
"3434","c","s","s","c","c"
"3435","c","c","c","s","sw"
"3436","s","s","sw","sw","s"
"3437","s","sw","sw","sw","sw"
"3438","sw","sw","sw","s","s"
"3439","c","s","sw","sw","sw"
"3440","sw","sw","sw","s","s"
"3441","s","c","s","sw","s"
"3442","s","c","s","s","s"
"3443","c","s","s","sw","sw"
"3444","s","c","s","sw","sw"
"3445","sw","sw","sw","sw","s"
"3446","s","s","sw","sw","sw"
"3447","s","s","s","sw","sw"
"3448","sw","sw","sw","s","sw"
"3449","sw","s","s","sw","sw"
"3450","sw","s","s","sw","sw"
"3451","sw","s","sw","s","s"
"3452","sw","sw","s","s","s"
"3453","sw","s","s","sw","sw"
"3454","sw","s","s","sw","sw"
"3455","s","sw","sw","sw","s"
"3456","sw","s","s","s","c"
"3457","c","s","s","c","c"
"3458","c","s","sw","sw","s"
"3459","s","sw","s","sw","sw"
"3460","sw","sw","s","sw","sw"
"3461","s","s","sw","s","s"
"3462","s","c","c","s","sw"
"3463","s","s","s","s","sw"
"3464","sw","sw","sw","s","s"
"3465","sw","sw","s","sw","s"
"3466","s","s","s","sw","sw"
"3467","sw","s","s","s","s"
"3468","sw","s","s","s","s"
"3469","s","s","c","s","s"
"3470","sw","sw","sw","sw","sw"
"3471","sw","sw","sw","sw","sw"
"3472","sw","sw","s","sw","sw"
"3473","sw","sw","s","s","s"
"3474","s","s","sw","sw","s"
"3475","s","sw","sw","sw","sw"
"3476","sw","s","s","sw","s"
"3477","s","s","sw","s","sw"
"3478","sw","sw","sw","s","s"
"3479","sw","sw","sw","sw","s"
"3480","s","sw","sw","sw","sw"
"3481","sw","sw","sw","sw","s"
"3482","s","c","c","s","s"
"3483","sw","s","c","c","s"
"3484","s","sw","s","sw","s"
"3485","sw","s","sw","s","s"
"3486","c","s","s","sw","sw"
"3487","s","sw","s","s","sw"
"3488","s","s","c","s","sw"
"3489","s","s","s","c","s"
"3490","sw","s","s","s","s"
"3491","s","s","s","s","sw"
"3492","sw","sw","sw","s","s"
"3493","s","s","sw","sw","sw"
"3494","s","sw","sw","sw","sw"
"3495","s","s","sw","s","s"
"3496","s","sw","s","sw","sw"
"3497","sw","sw","sw","s","sw"
"3498","sw","sw","s","sw","s"
"3499","s","sw","sw","sw","sw"
"3500","sw","sw","sw","s","sw"
"3501","sw","sw","sw","sw","s"
"3502","c","c","s","sw","s"
"3503","s","sw","sw","s","s"
"3504","sw","sw","sw","s","c"
"3505","s","s","sw","sw","s"
"3506","s","sw","sw","sw","s"
"3507","s","sw","sw","sw","sw"
"3508","sw","sw","sw","s","s"
"3509","s","s","c","c","s"
"3510","c","c","s","s","sw"
"3511","sw","sw","s","s","sw"
"3512","s","sw","sw","sw","s"
"3513","s","sw","sw","sw","s"
"3514","sw","sw","sw","s","s"
"3515","sw","sw","sw","sw","s"
"3516","sw","sw","sw","s","sw"
"3517","s","s","s","s","c"
"3518","s","s","s","s","s"
"3519","sw","sw","sw","sw","sw"
"3520","s","c","c","c","s"
"3521","s","s","s","c","c"
"3522","s","s","s","s","sw"
"3523","sw","sw","sw","s","sw"
"3524","s","s","c","s","sw"
"3525","s","sw","s","sw","s"
"3526","s","c","s","s","s"
"3527","sw","s","s","sw","s"
"3528","sw","s","s","s","s"
"3529","s","s","sw","sw","s"
"3530","sw","sw","s","c","s"
"3531","sw","sw","sw","sw","sw"
"3532","sw","sw","s","sw","s"
"3533","sw","sw","s","sw","sw"
"3534","s","s","sw","s","sw"
"3535","sw","sw","s","s","sw"
"3536","s","s","sw","sw","sw"
"3537","s","sw","sw","s","s"
"3538","sw","sw","sw","sw","sw"
"3539","sw","sw","s","sw","sw"
"3540","s","s","sw","sw","s"
"3541","s","s","s","sw","s"
"3542","s","sw","sw","sw","sw"
"3543","s","sw","sw","sw","sw"
"3544","s","s","s","s","sw"
"3545","s","s","s","s","sw"
"3546","sw","s","s","s","c"
"3547","s","sw","sw","s","s"
"3548","s","sw","sw","s","c"
"3549","s","sw","s","sw","s"
"3550","s","sw","sw","s","s"
"3551","s","c","s","s","sw"
"3552","s","sw","sw","s","s"
"3553","s","s","c","s","s"
"3554","s","s","s","s","s"
"3555","s","c","s","s","sw"
"3556","s","sw","sw","sw","s"
"3557","s","s","c","c","s"
"3558","s","s","sw","sw","s"
"3559","sw","sw","sw","s","sw"
"3560","sw","sw","sw","sw","sw"
"3561","sw","s","sw","sw","sw"
"3562","sw","sw","sw","s","s"
"3563","s","s","s","c","s"
"3564","s","s","sw","sw","sw"
"3565","s","s","sw","s","sw"
"3566","sw","sw","s","s","sw"
"3567","s","s","sw","s","sw"
"3568","sw","s","s","sw","s"
"3569","sw","sw","sw","sw","sw"
"3570","sw","s","sw","sw","sw"
"3571","sw","s","sw","s","c"
"3572","s","sw","sw","sw","s"
"3573","sw","s","s","s","s"
"3574","sw","s","s","sw","sw"
"3575","s","sw","s","s","s"
"3576","s","s","s","s","s"
"3577","s","s","c","s","s"
"3578","s","s","s","sw","sw"
"3579","s","sw","s","c","c"
"3580","s","sw","sw","sw","s"
"3581","c","s","s","s","s"
"3582","s","sw","sw","s","s"
"3583","s","s","sw","sw","s"
"3584","c","c","s","s","s"
"3585","s","s","sw","s","sw"
"3586","sw","sw","s","s","sw"
"3587","s","s","s","s","sw"
"3588","s","s","s","s","s"
"3589","s","s","s","s","sw"
"3590","sw","sw","sw","s","sw"
"3591","sw","s","s","s","sw"
"3592","sw","s","s","sw","sw"
"3593","sw","s","s","c","c"
"3594","s","sw","sw","s","s"
"3595","s","c","s","s","s"
"3596","sw","sw","s","s","s"
"3597","s","sw","s","s","sw"
"3598","sw","s","sw","s","s"
"3599","s","s","s","s","s"
"3600","s","sw","sw","s","c"
"3601","s","s","s","s","s"
"3602","s","sw","s","sw","sw"
"3603","sw","s","s","s","s"
"3604","c","c","s","s","s"
"3605","s","sw","sw","s","s"
"3606","sw","s","sw","sw","sw"
"3607","sw","sw","sw","sw","sw"
"3608","sw","s","sw","sw","sw"
"3609","s","sw","sw","s","c"
"3610","c","s","c","s","s"
"3611","s","s","sw","sw","s"
"3612","sw","sw","sw","sw","sw"
"3613","sw","sw","sw","sw","sw"
"3614","s","sw","sw","sw","s"
"3615","s","s","s","sw","sw"
"3616","sw","sw","sw","s","sw"
"3617","s","s","s","sw","s"
"3618","c","c","c","s","s"
"3619","sw","sw","s","sw","s"
"3620","s","sw","s","s","s"
"3621","s","s","s","c","s"
"3622","sw","sw","sw","s","s"
"3623","sw","sw","sw","sw","s"
"3624","sw","s","sw","s","c"
"3625","s","s","s","sw","s"
"3626","sw","sw","sw","s","s"
"3627","sw","sw","s","s","s"
"3628","s","s","sw","sw","s"
"3629","s","s","s","s","sw"
"3630","sw","s","s","sw","s"
"3631","s","sw","sw","sw","s"
"3632","s","s","s","sw","sw"
"3633","sw","sw","sw","sw","s"
"3634","sw","s","c","s","s"
"3635","s","sw","sw","sw","s"
"3636","s","s","c","s","s"
"3637","c","s","s","s","s"
"3638","sw","s","sw","sw","sw"
"3639","sw","sw","sw","s","sw"
"3640","sw","s","sw","s","s"
"3641","s","sw","sw","s","sw"
"3642","s","sw","s","sw","s"
"3643","s","s","s","s","c"
"3644","s","s","s","s","sw"
"3645","sw","s","s","sw","s"
"3646","s","s","s","s","s"
"3647","sw","s","s","s","s"
"3648","s","s","sw","sw","sw"
"3649","sw","s","s","s","sw"
"3650","sw","sw","sw","sw","sw"
"3651","s","c","s","s","sw"
"3652","s","s","sw","s","s"
"3653","s","sw","s","sw","s"
"3654","s","s","s","sw","sw"
"3655","s","s","c","s","sw"
"3656","sw","sw","s","s","s"
"3657","s","s","sw","sw","sw"
"3658","sw","s","sw","sw","s"
"3659","s","s","c","s","s"
"3660","s","c","c","c","c"
"3661","s","s","sw","sw","s"
"3662","c","s","c","s","s"
"3663","s","s","s","sw","sw"
"3664","sw","s","s","s","s"
"3665","s","c","s","s","s"
"3666","sw","s","s","s","s"
"3667","s","sw","sw","sw","s"
"3668","s","c","s","sw","sw"
"3669","s","s","sw","sw","sw"
"3670","sw","s","sw","s","s"
"3671","sw","sw","sw","s","s"
"3672","s","s","s","c","s"
"3673","s","s","sw","sw","sw"
"3674","sw","sw","sw","sw","s"
"3675","s","s","s","sw","sw"
"3676","s","s","s","sw","sw"
"3677","s","s","c","c","s"
"3678","sw","sw","sw","s","sw"
"3679","sw","s","s","s","s"
"3680","s","s","s","sw","sw"
"3681","sw","sw","s","s","s"
"3682","c","s","s","sw","s"
"3683","sw","sw","sw","s","s"
"3684","sw","sw","sw","sw","sw"
"3685","sw","sw","s","s","c"
"3686","s","s","sw","sw","s"
"3687","s","s","s","s","sw"
"3688","sw","sw","sw","sw","s"
"3689","s","s","s","sw","s"
"3690","sw","sw","sw","s","c"
"3691","s","c","s","sw","sw"
"3692","sw","sw","s","sw","s"
"3693","s","sw","s","sw","sw"
"3694","sw","sw","s","s","s"
"3695","sw","sw","sw","sw","sw"
"3696","sw","sw","sw","sw","s"
"3697","sw","s","sw","sw","s"
"3698","s","s","s","s","s"
"3699","s","s","s","s","sw"
"3700","sw","sw","sw","sw","sw"
"3701","s","sw","sw","s","s"
"3702","sw","sw","sw","sw","s"
"3703","s","sw","sw","sw","sw"
"3704","s","s","s","s","sw"
"3705","sw","sw","sw","s","s"
"3706","s","c","s","s","sw"
"3707","sw","s","s","s","s"
"3708","s","s","s","s","sw"
"3709","sw","s","s","s","s"
"3710","sw","sw","s","s","sw"
"3711","s","sw","s","s","sw"
"3712","sw","sw","sw","sw","sw"
"3713","s","s","s","s","sw"
"3714","sw","sw","s","c","c"
"3715","s","sw","sw","sw","s"
"3716","s","s","s","s","sw"
"3717","s","sw","s","sw","sw"
"3718","sw","sw","sw","s","s"
"3719","sw","sw","sw","sw","sw"
"3720","sw","s","s","s","s"
"3721","s","sw","sw","s","c"
"3722","s","s","c","s","s"
"3723","s","sw","sw","s","s"
"3724","s","sw","sw","sw","sw"
"3725","sw","sw","s","s","s"
"3726","s","sw","s","s","sw"
"3727","sw","s","s","s","s"
"3728","s","s","s","s","s"
"3729","s","s","sw","sw","sw"
"3730","sw","sw","sw","sw","sw"
"3731","s","s","sw","sw","sw"
"3732","s","sw","sw","sw","sw"
"3733","sw","s","s","s","sw"
"3734","s","s","sw","s","s"
"3735","s","sw","sw","sw","sw"
"3736","sw","sw","sw","sw","sw"
"3737","sw","s","s","sw","sw"
"3738","sw","s","sw","sw","sw"
"3739","sw","sw","sw","s","s"
"3740","sw","s","sw","sw","sw"
"3741","sw","sw","sw","sw","sw"
"3742","s","s","s","s","s"
"3743","s","s","s","sw","sw"
"3744","sw","s","s","s","s"
"3745","s","s","sw","sw","sw"
"3746","sw","s","s","s","s"
"3747","s","sw","sw","s","s"
"3748","s","s","sw","sw","sw"
"3749","sw","sw","s","sw","sw"
"3750","sw","s","sw","sw","sw"
"3751","sw","s","s","sw","s"
"3752","sw","s","s","sw","s"
"3753","sw","sw","sw","s","s"
"3754","s","s","s","sw","s"
"3755","sw","sw","sw","sw","sw"
"3756","s","s","sw","s","sw"
"3757","s","sw","sw","sw","sw"
"3758","sw","sw","s","sw","sw"
"3759","sw","s","sw","sw","sw"
"3760","s","sw","sw","sw","sw"
"3761","sw","sw","s","s","s"
"3762","s","c","s","c","s"
"3763","sw","sw","sw","s","sw"
"3764","s","sw","sw","s","sw"
"3765","sw","sw","sw","sw","s"
"3766","s","s","sw","sw","s"
"3767","sw","s","sw","sw","s"
"3768","s","s","c","c","c"
"3769","s","sw","sw","s","sw"
"3770","sw","s","s","sw","sw"
"3771","s","s","sw","sw","s"
"3772","s","sw","sw","s","s"
"3773","s","c","c","s","c"
"3774","s","sw","sw","sw","sw"
"3775","s","s","s","sw","sw"
"3776","sw","sw","sw","sw","s"
"3777","sw","sw","sw","s","s"
"3778","c","s","sw","s","sw"
"3779","sw","s","s","s","sw"
"3780","sw","s","s","sw","sw"
"3781","sw","sw","sw","sw","sw"
"3782","sw","sw","sw","sw","sw"
"3783","sw","sw","s","sw","sw"
"3784","s","s","s","s","s"
"3785","sw","s","sw","s","s"
"3786","c","s","s","s","sw"
"3787","s","c","s","s","sw"
"3788","s","sw","s","sw","s"
"3789","s","sw","s","s","s"
"3790","sw","sw","sw","s","sw"
"3791","sw","sw","sw","s","sw"
"3792","sw","s","sw","sw","sw"
"3793","s","s","s","s","sw"
"3794","s","sw","s","s","sw"
"3795","s","s","sw","sw","sw"
"3796","sw","sw","s","sw","s"
"3797","s","s","s","s","sw"
"3798","sw","sw","sw","sw","sw"
"3799","s","sw","sw","sw","sw"
"3800","s","s","s","s","s"
"3801","s","s","sw","sw","sw"
"3802","sw","sw","s","s","sw"
"3803","s","s","sw","sw","s"
"3804","s","s","sw","sw","sw"
"3805","sw","sw","sw","sw","sw"
"3806","s","c","s","sw","s"
"3807","c","c","s","sw","sw"
"3808","sw","sw","s","s","sw"
"3809","sw","s","sw","s","s"
"3810","s","s","sw","s","sw"
"3811","sw","s","sw","s","sw"
"3812","sw","sw","sw","sw","sw"
"3813","sw","sw","sw","sw","s"
"3814","s","s","sw","s","sw"
"3815","s","s","s","sw","sw"
"3816","s","s","s","sw","s"
"3817","s","s","c","s","s"
"3818","s","s","c","c","s"
"3819","s","s","sw","s","sw"
"3820","s","sw","sw","s","s"
"3821","sw","sw","sw","sw","sw"
"3822","sw","s","s","sw","sw"
"3823","sw","s","sw","sw","sw"
"3824","sw","s","c","s","c"
"3825","c","s","s","s","s"
"3826","s","sw","sw","s","s"
"3827","sw","s","s","s","s"
"3828","sw","sw","sw","sw","sw"
"3829","sw","sw","sw","s","sw"
"3830","sw","sw","sw","sw","sw"
"3831","sw","sw","sw","s","s"
"3832","s","sw","sw","s","s"
"3833","s","s","s","sw","s"
"3834","s","sw","sw","sw","sw"
"3835","s","s","s","s","s"
"3836","s","s","c","s","sw"
"3837","sw","sw","sw","sw","sw"
"3838","s","s","s","sw","s"
"3839","sw","s","sw","sw","sw"
"3840","sw","s","s","s","s"
"3841","s","s","sw","sw","sw"
"3842","sw","s","s","s","sw"
"3843","s","sw","s","sw","s"
"3844","sw","sw","sw","sw","sw"
"3845","sw","sw","sw","s","s"
"3846","c","s","sw","sw","sw"
"3847","s","sw","sw","s","s"
"3848","s","sw","s","sw","sw"
"3849","s","s","sw","s","sw"
"3850","sw","sw","s","c","s"
"3851","s","s","s","sw","s"
"3852","sw","s","s","c","s"
"3853","s","sw","sw","sw","s"
"3854","sw","s","sw","sw","s"
"3855","s","s","sw","sw","s"
"3856","s","s","s","sw","sw"
"3857","sw","sw","sw","s","s"
"3858","c","c","s","s","sw"
"3859","sw","sw","sw","s","s"
"3860","c","s","s","c","s"
"3861","s","s","c","c","s"
"3862","sw","s","sw","s","s"
"3863","s","c","c","c","s"
"3864","s","sw","sw","s","sw"
"3865","sw","s","s","s","s"
"3866","sw","sw","s","sw","sw"
"3867","s","s","s","sw","sw"
"3868","sw","sw","s","sw","sw"
"3869","sw","s","s","sw","s"
"3870","s","s","s","s","sw"
"3871","sw","sw","s","s","c"
"3872","s","sw","sw","sw","sw"
"3873","sw","s","s","sw","s"
"3874","s","sw","sw","s","s"
"3875","sw","sw","s","s","s"
"3876","sw","sw","s","s","s"
"3877","sw","sw","s","s","s"
"3878","s","s","s","s","sw"
"3879","sw","sw","sw","sw","sw"
"3880","sw","s","s","sw","s"
"3881","sw","sw","sw","s","sw"
"3882","s","s","s","s","sw"
"3883","sw","s","s","sw","sw"
"3884","sw","sw","sw","sw","s"
"3885","c","s","sw","sw","sw"
"3886","s","sw","s","s","sw"
"3887","sw","sw","sw","sw","sw"
"3888","s","sw","sw","sw","s"
"3889","s","s","s","s","sw"
"3890","sw","s","sw","s","sw"
"3891","s","s","sw","s","sw"
"3892","sw","s","sw","sw","sw"
"3893","s","s","s","s","sw"
"3894","sw","sw","sw","sw","s"
"3895","s","s","c","s","c"
"3896","s","s","s","c","s"
"3897","sw","sw","sw","sw","s"
"3898","s","s","s","s","s"
"3899","s","sw","sw","s","s"
"3900","s","s","c","s","s"
"3901","s","s","sw","sw","sw"
"3902","s","s","s","sw","sw"
"3903","sw","sw","sw","sw","sw"
"3904","s","s","s","sw","sw"
"3905","s","s","s","c","s"
"3906","s","s","sw","sw","sw"
"3907","sw","sw","s","sw","s"
"3908","s","sw","sw","sw","s"
"3909","sw","sw","sw","sw","sw"
"3910","sw","sw","s","s","sw"
"3911","sw","sw","s","s","sw"
"3912","sw","s","sw","sw","sw"
"3913","sw","s","sw","s","s"
"3914","s","sw","sw","sw","sw"
"3915","sw","s","s","c","s"
"3916","sw","s","s","s","sw"
"3917","sw","sw","sw","sw","sw"
"3918","sw","s","s","s","sw"
"3919","s","c","s","sw","sw"
"3920","sw","sw","sw","sw","s"
"3921","s","s","s","s","sw"
"3922","sw","s","c","s","sw"
"3923","s","s","s","sw","s"
"3924","s","s","s","sw","s"
"3925","s","s","s","s","s"
"3926","sw","sw","sw","sw","sw"
"3927","s","s","s","c","c"
"3928","s","sw","sw","s","s"
"3929","s","sw","s","s","c"
"3930","s","s","s","s","s"
"3931","s","s","s","sw","sw"
"3932","sw","sw","sw","sw","sw"
"3933","sw","sw","sw","sw","sw"
"3934","s","s","s","sw","sw"
"3935","sw","sw","sw","sw","sw"
"3936","sw","s","s","sw","sw"
"3937","s","sw","s","s","s"
"3938","s","s","c","c","s"
"3939","s","c","s","s","sw"
"3940","s","s","s","sw","s"
"3941","s","s","s","s","sw"
"3942","s","sw","sw","sw","sw"
"3943","s","s","s","s","s"
"3944","s","sw","sw","s","s"
"3945","s","s","s","sw","s"
"3946","s","s","s","sw","s"
"3947","s","s","s","s","s"
"3948","c","s","s","s","sw"
"3949","sw","s","s","sw","sw"
"3950","sw","sw","s","s","s"
"3951","c","c","s","sw","s"
"3952","s","s","s","sw","s"
"3953","s","s","s","sw","sw"
"3954","s","c","s","s","sw"
"3955","s","s","s","c","c"
"3956","s","s","s","sw","s"
"3957","sw","sw","s","s","sw"
"3958","s","s","sw","sw","sw"
"3959","sw","sw","s","s","c"
"3960","s","s","s","sw","sw"
"3961","s","sw","sw","sw","sw"
"3962","sw","s","s","s","s"
"3963","sw","s","s","sw","s"
"3964","sw","sw","sw","sw","sw"
"3965","sw","sw","s","sw","s"
"3966","s","s","s","c","c"
"3967","s","sw","sw","sw","sw"
"3968","sw","s","sw","s","c"
"3969","s","c","s","s","sw"
"3970","sw","sw","sw","s","sw"
"3971","sw","sw","s","c","c"
"3972","s","s","s","s","s"
"3973","s","s","s","sw","sw"
"3974","s","s","s","c","s"
"3975","s","s","s","sw","sw"
"3976","sw","sw","s","s","s"
"3977","sw","sw","s","sw","sw"
"3978","s","s","s","s","s"
"3979","s","s","sw","sw","s"
"3980","s","sw","s","s","s"
"3981","sw","s","s","sw","s"
"3982","s","s","sw","sw","s"
"3983","s","s","s","s","s"
"3984","s","s","sw","sw","s"
"3985","sw","sw","s","sw","s"
"3986","sw","s","s","c","s"
"3987","s","c","s","s","sw"
"3988","sw","sw","s","sw","sw"
"3989","s","s","sw","sw","sw"
"3990","sw","sw","sw","sw","s"
"3991","sw","sw","sw","s","s"
"3992","s","s","s","s","s"
"3993","s","sw","sw","s","s"
"3994","s","s","s","sw","s"
"3995","s","s","sw","s","sw"
"3996","s","s","sw","s","s"
"3997","sw","sw","sw","sw","s"
"3998","sw","sw","sw","s","s"
"3999","s","s","s","s","s"
"4000","sw","sw","sw","s","c"
"4001","s","s","s","sw","sw"
"4002","sw","sw","sw","sw","s"
"4003","s","c","s","s","sw"
"4004","sw","s","s","s","s"
"4005","s","s","s","sw","sw"
"4006","sw","s","s","sw","s"
"4007","sw","sw","sw","s","sw"
"4008","sw","s","s","s","s"
"4009","s","c","s","c","s"
"4010","s","s","sw","s","s"
"4011","s","s","s","s","s"
"4012","s","s","s","sw","sw"
"4013","sw","sw","s","s","s"
"4014","c","s","s","s","sw"
"4015","sw","sw","sw","s","c"
"4016","s","sw","s","c","c"
"4017","s","s","s","s","s"
"4018","sw","sw","s","sw","sw"
"4019","s","s","s","sw","sw"
"4020","sw","sw","sw","s","c"
"4021","s","s","s","sw","sw"
"4022","s","sw","s","sw","s"
"4023","s","s","s","sw","s"
"4024","s","sw","sw","s","s"
"4025","sw","s","s","c","c"
"4026","s","s","s","s","s"
"4027","s","sw","sw","sw","s"
"4028","sw","sw","sw","sw","sw"
"4029","sw","s","sw","sw","s"
"4030","s","sw","sw","sw","s"
"4031","sw","s","sw","sw","s"
"4032","s","s","s","sw","sw"
"4033","sw","sw","sw","sw","sw"
"4034","sw","sw","sw","s","sw"
"4035","s","s","sw","s","sw"
"4036","sw","sw","s","sw","sw"
"4037","sw","sw","sw","sw","s"
"4038","s","sw","s","s","s"
"4039","s","s","sw","s","sw"
"4040","sw","sw","sw","sw","sw"
"4041","sw","sw","s","sw","sw"
"4042","s","sw","s","s","s"
"4043","s","sw","sw","sw","s"
"4044","sw","s","s","sw","sw"
"4045","sw","s","sw","sw","s"
"4046","sw","sw","sw","sw","sw"
"4047","s","s","sw","sw","sw"
"4048","s","sw","sw","sw","sw"
"4049","s","s","s","s","sw"
"4050","s","s","s","sw","s"
"4051","s","sw","sw","sw","s"
"4052","sw","s","s","s","s"
"4053","s","s","s","s","sw"
"4054","sw","s","s","s","s"
"4055","s","sw","s","sw","s"
"4056","sw","sw","sw","sw","s"
"4057","s","sw","sw","sw","sw"
"4058","s","sw","sw","s","s"
"4059","s","s","sw","s","s"
"4060","s","s","s","s","s"
"4061","s","sw","sw","s","s"
"4062","s","s","sw","sw","s"
"4063","s","s","c","c","s"
"4064","sw","sw","s","s","s"
"4065","s","s","s","s","sw"
"4066","s","sw","s","sw","sw"
"4067","sw","s","s","sw","sw"
"4068","s","s","sw","sw","s"
"4069","s","s","sw","sw","s"
"4070","s","s","c","c","s"
"4071","s","s","sw","s","s"
"4072","c","s","s","s","sw"
"4073","sw","sw","sw","s","s"
"4074","s","s","s","sw","sw"
"4075","sw","sw","sw","sw","sw"
"4076","s","s","s","s","s"
"4077","s","s","s","s","sw"
"4078","s","sw","sw","sw","sw"
"4079","sw","s","s","s","s"
"4080","c","s","s","sw","s"
"4081","s","s","s","sw","s"
"4082","s","s","s","s","s"
"4083","s","sw","sw","s","sw"
"4084","s","s","s","s","s"
"4085","sw","s","sw","sw","sw"
"4086","sw","sw","sw","sw","s"
"4087","s","sw","sw","s","s"
"4088","sw","sw","s","sw","s"
"4089","s","sw","s","sw","s"
"4090","sw","s","s","s","s"
"4091","sw","sw","sw","sw","sw"
"4092","sw","sw","sw","sw","sw"
"4093","sw","s","s","sw","sw"
"4094","sw","sw","sw","sw","s"
"4095","sw","sw","sw","sw","sw"
"4096","s","sw","s","sw","sw"
"4097","s","sw","s","s","s"
"4098","s","s","s","s","sw"
"4099","s","s","sw","s","sw"
"4100","s","sw","s","s","s"
"4101","s","sw","sw","sw","s"
"4102","sw","s","sw","sw","sw"
"4103","s","sw","s","s","s"
"4104","s","s","c","s","c"
"4105","s","s","s","s","c"
"4106","c","s","s","s","sw"
"4107","sw","sw","sw","s","s"
"4108","sw","sw","sw","sw","s"
"4109","s","sw","sw","s","s"
"4110","c","s","s","s","s"
"4111","s","s","c","c","s"
